,Key,Title,Description
172,BU04820306,Florabuurt,Buurt 'Florabuurt' (BU04820306) is een buurt in wijk 'Wijk 03 Blokweer' in de gemeente 'Alblasserdam'.
173,BU04820307,Staatsliedenbuurt,Buurt 'Staatsliedenbuurt' (BU04820307) is een buurt in wijk 'Wijk 03 Blokweer' in de gemeente 'Alblasserdam'.
174,WK048204  ,Wijk 04 Souburgh,Wijk 'Wijk 04 Souburgh' (WK048204) is een wijk in de gemeente 'Alblasserdam'.
175,BU04820401,Schildersbuurt,Buurt 'Schildersbuurt' (BU04820401) is een buurt in wijk 'Wijk 04 Souburgh' in de gemeente 'Alblasserdam'.
176,BU04820402,Schrijversbuurt,Buurt 'Schrijversbuurt' (BU04820402) is een buurt in wijk 'Wijk 04 Souburgh' in de gemeente 'Alblasserdam'.
177,BU04820403,Klein Alblas,Buurt 'Klein Alblas' (BU04820403) is een buurt in wijk 'Wijk 04 Souburgh' in de gemeente 'Alblasserdam'.
178,BU04820404,Oranjebuurt,Buurt 'Oranjebuurt' (BU04820404) is een buurt in wijk 'Wijk 04 Souburgh' in de gemeente 'Alblasserdam'.
179,WK048205  ,Wijk 05 Bedrijventerrein,Wijk 'Wijk 05 Bedrijventerrein' (WK048205) is een wijk in de gemeente 'Alblasserdam'.
180,BU04820501,Vinkenwaard,Buurt 'Vinkenwaard' (BU04820501) is een buurt in wijk 'Wijk 05 Bedrijventerrein' in de gemeente 'Alblasserdam'.
181,BU04820502,Hoogendijk,Buurt 'Hoogendijk' (BU04820502) is een buurt in wijk 'Wijk 05 Bedrijventerrein' in de gemeente 'Alblasserdam'.
182,BU04820503,Nieuwland,Buurt 'Nieuwland' (BU04820503) is een buurt in wijk 'Wijk 05 Bedrijventerrein' in de gemeente 'Alblasserdam'.
183,WK048206  ,Wijk 06 Landelijk gebied,Wijk 'Wijk 06 Landelijk gebied' (WK048206) is een wijk in de gemeente 'Alblasserdam'.
184,BU04820601,Polder Blokweer,Buurt 'Polder Blokweer' (BU04820601) is een buurt in wijk 'Wijk 06 Landelijk gebied' in de gemeente 'Alblasserdam'.
185,BU04820602,Polder Kortland,Buurt 'Polder Kortland' (BU04820602) is een buurt in wijk 'Wijk 06 Landelijk gebied' in de gemeente 'Alblasserdam'.
186,BU04820603,Polder Souburgh,Buurt 'Polder Souburgh' (BU04820603) is een buurt in wijk 'Wijk 06 Landelijk gebied' in de gemeente 'Alblasserdam'.
187,BU04820604,Polder Vinkenwaard,Buurt 'Polder Vinkenwaard' (BU04820604) is een buurt in wijk 'Wijk 06 Landelijk gebied' in de gemeente 'Alblasserdam'.
188,GM0613    ,Albrandswaard,Gemeente 'Albrandswaard' (GM0613)
189,WK061301  ,Wijk 01 Poortugaal-Noord,Wijk 'Wijk 01 Poortugaal-Noord' (WK061301) is een wijk in de gemeente 'Albrandswaard'.
190,BU06130101,Valckesteyn,Buurt 'Valckesteyn' (BU06130101) is een buurt in wijk 'Wijk 01 Poortugaal-Noord' in de gemeente 'Albrandswaard'.
191,BU06130102,Zwaardijk-Kruisdijk,Buurt 'Zwaardijk-Kruisdijk' (BU06130102) is een buurt in wijk 'Wijk 01 Poortugaal-Noord' in de gemeente 'Albrandswaard'.
192,BU06130103,Poortugaal,Buurt 'Poortugaal' (BU06130103) is een buurt in wijk 'Wijk 01 Poortugaal-Noord' in de gemeente 'Albrandswaard'.
193,BU06130104,Buitengebied Poortugaal,Buurt 'Buitengebied Poortugaal' (BU06130104) is een buurt in wijk 'Wijk 01 Poortugaal-Noord' in de gemeente 'Albrandswaard'.
194,WK061302  ,Wijk 02 Rhoon-Noord,Wijk 'Wijk 02 Rhoon-Noord' (WK061302) is een wijk in de gemeente 'Albrandswaard'.
195,BU06130205,Rhoon Noord,Buurt 'Rhoon Noord' (BU06130205) is een buurt in wijk 'Wijk 02 Rhoon-Noord' in de gemeente 'Albrandswaard'.
196,BU06130207,Buitengebied Rhoon-Noord,Buurt 'Buitengebied Rhoon-Noord' (BU06130207) is een buurt in wijk 'Wijk 02 Rhoon-Noord' in de gemeente 'Albrandswaard'.
197,WK061303  ,Wijk 03 Poortugaal-Zuid,Wijk 'Wijk 03 Poortugaal-Zuid' (WK061303) is een wijk in de gemeente 'Albrandswaard'.
198,BU06130308,Beatrixstraat,Buurt 'Beatrixstraat' (BU06130308) is een buurt in wijk 'Wijk 03 Poortugaal-Zuid' in de gemeente 'Albrandswaard'.
199,BU06130309,Landweg,Buurt 'Landweg' (BU06130309) is een buurt in wijk 'Wijk 03 Poortugaal-Zuid' in de gemeente 'Albrandswaard'.
200,BU06130310,Poortugaal-Centrum,Buurt 'Poortugaal-Centrum' (BU06130310) is een buurt in wijk 'Wijk 03 Poortugaal-Zuid' in de gemeente 'Albrandswaard'.
201,BU06130311,Poortugaal Zuid,Buurt 'Poortugaal Zuid' (BU06130311) is een buurt in wijk 'Wijk 03 Poortugaal-Zuid' in de gemeente 'Albrandswaard'.
202,BU06130312,Polder Albrandswaard,Buurt 'Polder Albrandswaard' (BU06130312) is een buurt in wijk 'Wijk 03 Poortugaal-Zuid' in de gemeente 'Albrandswaard'.
203,BU06130313,Kijvelanden,Buurt 'Kijvelanden' (BU06130313) is een buurt in wijk 'Wijk 03 Poortugaal-Zuid' in de gemeente 'Albrandswaard'.
204,WK061304  ,Wijk 04 Rhoon-Zuid,Wijk 'Wijk 04 Rhoon-Zuid' (WK061304) is een wijk in de gemeente 'Albrandswaard'.
205,BU06130414,Rhoon-Centrum,Buurt 'Rhoon-Centrum' (BU06130414) is een buurt in wijk 'Wijk 04 Rhoon-Zuid' in de gemeente 'Albrandswaard'.
206,BU06130415,Ghijseland,Buurt 'Ghijseland' (BU06130415) is een buurt in wijk 'Wijk 04 Rhoon-Zuid' in de gemeente 'Albrandswaard'.
207,BU06130416,Overhoeken,Buurt 'Overhoeken' (BU06130416) is een buurt in wijk 'Wijk 04 Rhoon-Zuid' in de gemeente 'Albrandswaard'.
208,BU06130417,Park Rhoon,Buurt 'Park Rhoon' (BU06130417) is een buurt in wijk 'Wijk 04 Rhoon-Zuid' in de gemeente 'Albrandswaard'.
209,BU06130418,Rhoon-Zuidoost,Buurt 'Rhoon-Zuidoost' (BU06130418) is een buurt in wijk 'Wijk 04 Rhoon-Zuid' in de gemeente 'Albrandswaard'.
210,BU06130419,Tijsjesdijk,Buurt 'Tijsjesdijk' (BU06130419) is een buurt in wijk 'Wijk 04 Rhoon-Zuid' in de gemeente 'Albrandswaard'.
211,BU06130420,Buitengebied Rhoon-Zuid,Buurt 'Buitengebied Rhoon-Zuid' (BU06130420) is een buurt in wijk 'Wijk 04 Rhoon-Zuid' in de gemeente 'Albrandswaard'.
212,WK061305  ,Wijk 05 Buitengebied Albrandswaard,Wijk 'Wijk 05 Buitengebied Albrandswaard' (WK061305) is een wijk in de gemeente 'Albrandswaard'.
213,BU06130521,Portland-Koedoodzone,Buurt 'Portland-Koedoodzone' (BU06130521) is een buurt in wijk 'Wijk 05 Buitengebied Albrandswaard' in de gemeente 'Albrandswaard'.
214,BU06130522,Buitengebied,Buurt 'Buitengebied' (BU06130522) is een buurt in wijk 'Wijk 05 Buitengebied Albrandswaard' in de gemeente 'Albrandswaard'.
215,WK061306  ,Wijk 06 Portland,Wijk 'Wijk 06 Portland' (WK061306) is een wijk in de gemeente 'Albrandswaard'.
216,BU06130623,Driehoek,Buurt 'Driehoek' (BU06130623) is een buurt in wijk 'Wijk 06 Portland' in de gemeente 'Albrandswaard'.
217,BU06130624,Portland-Centrum,Buurt 'Portland-Centrum' (BU06130624) is een buurt in wijk 'Wijk 06 Portland' in de gemeente 'Albrandswaard'.
218,BU06130625,Wijkpark Portland,Buurt 'Wijkpark Portland' (BU06130625) is een buurt in wijk 'Wijk 06 Portland' in de gemeente 'Albrandswaard'.
219,BU06130626,De Eilanden,Buurt 'De Eilanden' (BU06130626) is een buurt in wijk 'Wijk 06 Portland' in de gemeente 'Albrandswaard'.
220,WK061307  ,Wijk 07 Rotterdam-Albrandswaard,Wijk 'Wijk 07 Rotterdam-Albrandswaard' (WK061307) is een wijk in de gemeente 'Albrandswaard'.
221,BU06130706,Distripark,Buurt 'Distripark' (BU06130706) is een buurt in wijk 'Wijk 07 Rotterdam-Albrandswaard' in de gemeente 'Albrandswaard'.
222,GM0361    ,Alkmaar,Gemeente 'Alkmaar' (GM0361)
223,WK036101  ,Zuid,Wijk 'Zuid' (WK036101) is een wijk in de gemeente 'Alkmaar'.
224,BU03610100,Kooimeer,Buurt 'Kooimeer' (BU03610100) is een buurt in wijk 'Zuid' in de gemeente 'Alkmaar'.
225,BU03610101,Dillenburg en Stadhouderskwartier,Buurt 'Dillenburg en Stadhouderskwartier' (BU03610101) is een buurt in wijk 'Zuid' in de gemeente 'Alkmaar'.
226,BU03610102,Staatsliedenkwartier en Landstraten,Buurt 'Staatsliedenkwartier en Landstraten' (BU03610102) is een buurt in wijk 'Zuid' in de gemeente 'Alkmaar'.
227,BU03610103,Oud-Rochdale,Buurt 'Oud-Rochdale' (BU03610103) is een buurt in wijk 'Zuid' in de gemeente 'Alkmaar'.
228,BU03610104,Emmakwartier,Buurt 'Emmakwartier' (BU03610104) is een buurt in wijk 'Zuid' in de gemeente 'Alkmaar'.
229,BU03610105,Nassaukwartier en Hout,Buurt 'Nassaukwartier en Hout' (BU03610105) is een buurt in wijk 'Zuid' in de gemeente 'Alkmaar'.
230,BU03610106,Oranjepark,Buurt 'Oranjepark' (BU03610106) is een buurt in wijk 'Zuid' in de gemeente 'Alkmaar'.
231,BU03610107,Cranenbroek,Buurt 'Cranenbroek' (BU03610107) is een buurt in wijk 'Zuid' in de gemeente 'Alkmaar'.
232,BU03610108,Bloemwijk en Zocherkwartier,Buurt 'Bloemwijk en Zocherkwartier' (BU03610108) is een buurt in wijk 'Zuid' in de gemeente 'Alkmaar'.
233,BU03610109,Burgemeesterskwartier,Buurt 'Burgemeesterskwartier' (BU03610109) is een buurt in wijk 'Zuid' in de gemeente 'Alkmaar'.
234,WK036102  ,Oudorp,Wijk 'Oudorp' (WK036102) is een wijk in de gemeente 'Alkmaar'.
235,BU03610200,Rekerbuurt en Ooievaarsnest,Buurt 'Rekerbuurt en Ooievaarsnest' (BU03610200) is een buurt in wijk 'Oudorp' in de gemeente 'Alkmaar'.
236,BU03610201,Oudorp-Noord en Oudorp-Oost,Buurt 'Oudorp-Noord en Oudorp-Oost' (BU03610201) is een buurt in wijk 'Oudorp' in de gemeente 'Alkmaar'.
237,BU03610202,Oudorp-Centrum,Buurt 'Oudorp-Centrum' (BU03610202) is een buurt in wijk 'Oudorp' in de gemeente 'Alkmaar'.
238,BU03610203,Schermereiland en Omval,Buurt 'Schermereiland en Omval' (BU03610203) is een buurt in wijk 'Oudorp' in de gemeente 'Alkmaar'.
239,BU03610204,Oudorperpolder-Zuid,Buurt 'Oudorperpolder-Zuid' (BU03610204) is een buurt in wijk 'Oudorp' in de gemeente 'Alkmaar'.
240,BU03610205,Oudorperpolder-Midden,Buurt 'Oudorperpolder-Midden' (BU03610205) is een buurt in wijk 'Oudorp' in de gemeente 'Alkmaar'.
241,BU03610206,Oudorperpolder-Noord,Buurt 'Oudorperpolder-Noord' (BU03610206) is een buurt in wijk 'Oudorp' in de gemeente 'Alkmaar'.
242,BU03610208,De Nollen,Buurt 'De Nollen' (BU03610208) is een buurt in wijk 'Oudorp' in de gemeente 'Alkmaar'.
243,BU03610209,Beverkoog,Buurt 'Beverkoog' (BU03610209) is een buurt in wijk 'Oudorp' in de gemeente 'Alkmaar'.
244,WK036103  ,Overdie,Wijk 'Overdie' (WK036103) is een wijk in de gemeente 'Alkmaar'.
245,BU03610300,Oud-Overdie,Buurt 'Oud-Overdie' (BU03610300) is een buurt in wijk 'Overdie' in de gemeente 'Alkmaar'.
246,BU03610301,Oosterhout,Buurt 'Oosterhout' (BU03610301) is een buurt in wijk 'Overdie' in de gemeente 'Alkmaar'.
247,BU03610302,Overdie-Oost,Buurt 'Overdie-Oost' (BU03610302) is een buurt in wijk 'Overdie' in de gemeente 'Alkmaar'.
248,BU03610303,Overdie-West,Buurt 'Overdie-West' (BU03610303) is een buurt in wijk 'Overdie' in de gemeente 'Alkmaar'.
249,BU03610308,Boekelermeer-Zuid,Buurt 'Boekelermeer-Zuid' (BU03610308) is een buurt in wijk 'Overdie' in de gemeente 'Alkmaar'.
250,BU03610309,Boekelermeer-Noord,Buurt 'Boekelermeer-Noord' (BU03610309) is een buurt in wijk 'Overdie' in de gemeente 'Alkmaar'.
251,WK036104  ,West,Wijk 'West' (WK036104) is een wijk in de gemeente 'Alkmaar'.
252,BU03610400,De Hoef III en IV,Buurt 'De Hoef III en IV' (BU03610400) is een buurt in wijk 'West' in de gemeente 'Alkmaar'.
253,BU03610401,De Hoef I en II,Buurt 'De Hoef I en II' (BU03610401) is een buurt in wijk 'West' in de gemeente 'Alkmaar'.
254,BU03610402,Bergerwegkwartier,Buurt 'Bergerwegkwartier' (BU03610402) is een buurt in wijk 'West' in de gemeente 'Alkmaar'.
255,BU03610403,Bergerhof en Blaeustraatkwartier,Buurt 'Bergerhof en Blaeustraatkwartier' (BU03610403) is een buurt in wijk 'West' in de gemeente 'Alkmaar'.
256,BU03610404,Bergermeer,Buurt 'Bergermeer' (BU03610404) is een buurt in wijk 'West' in de gemeente 'Alkmaar'.
257,BU03610409,Landelijk gebied-West,Buurt 'Landelijk gebied-West' (BU03610409) is een buurt in wijk 'West' in de gemeente 'Alkmaar'.
258,WK036105  ,Huiswaard,Wijk 'Huiswaard' (WK036105) is een wijk in de gemeente 'Alkmaar'.
259,BU03610500,Huiswaard-1-Zuid,Buurt 'Huiswaard-1-Zuid' (BU03610500) is een buurt in wijk 'Huiswaard' in de gemeente 'Alkmaar'.
260,BU03610501,Muiderwaard,Buurt 'Muiderwaard' (BU03610501) is een buurt in wijk 'Huiswaard' in de gemeente 'Alkmaar'.
261,BU03610502,Huiswaard-2-West,Buurt 'Huiswaard-2-West' (BU03610502) is een buurt in wijk 'Huiswaard' in de gemeente 'Alkmaar'.
262,BU03610503,Huiswaard-2-Oost,Buurt 'Huiswaard-2-Oost' (BU03610503) is een buurt in wijk 'Huiswaard' in de gemeente 'Alkmaar'.
263,WK036106  ,De Mare,Wijk 'De Mare' (WK036106) is een wijk in de gemeente 'Alkmaar'.
264,BU03610600,'t Rak-Zuid,Buurt ''t Rak-Zuid' (BU03610600) is een buurt in wijk 'De Mare' in de gemeente 'Alkmaar'.
265,BU03610601,'t Rak-Noord,Buurt ''t Rak-Noord' (BU03610601) is een buurt in wijk 'De Mare' in de gemeente 'Alkmaar'.
266,BU03610602,De Horn-Noord,Buurt 'De Horn-Noord' (BU03610602) is een buurt in wijk 'De Mare' in de gemeente 'Alkmaar'.
267,BU03610603,De Horn-Zuid,Buurt 'De Horn-Zuid' (BU03610603) is een buurt in wijk 'De Mare' in de gemeente 'Alkmaar'.
268,BU03610604,De Mare,Buurt 'De Mare' (BU03610604) is een buurt in wijk 'De Mare' in de gemeente 'Alkmaar'.
269,WK036107  ,Daalmeer/Koedijk,Wijk 'Daalmeer/Koedijk' (WK036107) is een wijk in de gemeente 'Alkmaar'.
270,BU03610700,Daalmeer-Zuidoost,Buurt 'Daalmeer-Zuidoost' (BU03610700) is een buurt in wijk 'Daalmeer/Koedijk' in de gemeente 'Alkmaar'.
271,BU03610701,Daalmeer-Zuidwest,Buurt 'Daalmeer-Zuidwest' (BU03610701) is een buurt in wijk 'Daalmeer/Koedijk' in de gemeente 'Alkmaar'.
272,BU03610702,Koedijk en De Weijdt,Buurt 'Koedijk en De Weijdt' (BU03610702) is een buurt in wijk 'Daalmeer/Koedijk' in de gemeente 'Alkmaar'.
273,BU03610703,Daalmeer-Noordwest,Buurt 'Daalmeer-Noordwest' (BU03610703) is een buurt in wijk 'Daalmeer/Koedijk' in de gemeente 'Alkmaar'.
274,BU03610704,Daalmeer-Noordoost,Buurt 'Daalmeer-Noordoost' (BU03610704) is een buurt in wijk 'Daalmeer/Koedijk' in de gemeente 'Alkmaar'.
275,BU03610709,Landelijk gebied Noord,Buurt 'Landelijk gebied Noord' (BU03610709) is een buurt in wijk 'Daalmeer/Koedijk' in de gemeente 'Alkmaar'.
276,WK036108  ,Centrum,Wijk 'Centrum' (WK036108) is een wijk in de gemeente 'Alkmaar'.
277,BU03610800,Binnenstad-West,Buurt 'Binnenstad-West' (BU03610800) is een buurt in wijk 'Centrum' in de gemeente 'Alkmaar'.
278,BU03610801,Binnenstad-Oost,Buurt 'Binnenstad-Oost' (BU03610801) is een buurt in wijk 'Centrum' in de gemeente 'Alkmaar'.
279,BU03610802,Spoorbuurt,Buurt 'Spoorbuurt' (BU03610802) is een buurt in wijk 'Centrum' in de gemeente 'Alkmaar'.
280,BU03610803,Overstad,Buurt 'Overstad' (BU03610803) is een buurt in wijk 'Centrum' in de gemeente 'Alkmaar'.
281,WK036109  ,Schermer,Wijk 'Schermer' (WK036109) is een wijk in de gemeente 'Alkmaar'.
282,BU03610900,Oterleek,Buurt 'Oterleek' (BU03610900) is een buurt in wijk 'Schermer' in de gemeente 'Alkmaar'.
283,BU03610901,Ursem,Buurt 'Ursem' (BU03610901) is een buurt in wijk 'Schermer' in de gemeente 'Alkmaar'.
284,BU03610902,Stompetoren,Buurt 'Stompetoren' (BU03610902) is een buurt in wijk 'Schermer' in de gemeente 'Alkmaar'.
285,BU03610903,Schermerhorn,Buurt 'Schermerhorn' (BU03610903) is een buurt in wijk 'Schermer' in de gemeente 'Alkmaar'.
286,BU03610904,Zuidschermer,Buurt 'Zuidschermer' (BU03610904) is een buurt in wijk 'Schermer' in de gemeente 'Alkmaar'.
287,BU03610905,Driehuizen,Buurt 'Driehuizen' (BU03610905) is een buurt in wijk 'Schermer' in de gemeente 'Alkmaar'.
288,BU03610906,Grootschermer,Buurt 'Grootschermer' (BU03610906) is een buurt in wijk 'Schermer' in de gemeente 'Alkmaar'.
289,WK036110  ,Graft-De Rijp,Wijk 'Graft-De Rijp' (WK036110) is een wijk in de gemeente 'Alkmaar'.
290,BU03611000,Noordeinde,Buurt 'Noordeinde' (BU03611000) is een buurt in wijk 'Graft-De Rijp' in de gemeente 'Alkmaar'.
291,BU03611001,West-Graftdijk,Buurt 'West-Graftdijk' (BU03611001) is een buurt in wijk 'Graft-De Rijp' in de gemeente 'Alkmaar'.
292,BU03611002,Graft,Buurt 'Graft' (BU03611002) is een buurt in wijk 'Graft-De Rijp' in de gemeente 'Alkmaar'.
293,BU03611003,De Rijp,Buurt 'De Rijp' (BU03611003) is een buurt in wijk 'Graft-De Rijp' in de gemeente 'Alkmaar'.
294,BU03611004,Oost-Graftdijk,Buurt 'Oost-Graftdijk' (BU03611004) is een buurt in wijk 'Graft-De Rijp' in de gemeente 'Alkmaar'.
295,BU03611005,Starnmeer,Buurt 'Starnmeer' (BU03611005) is een buurt in wijk 'Graft-De Rijp' in de gemeente 'Alkmaar'.
296,BU03611006,Markenbinnen,Buurt 'Markenbinnen' (BU03611006) is een buurt in wijk 'Graft-De Rijp' in de gemeente 'Alkmaar'.
297,WK036111  ,Vroonermeer,Wijk 'Vroonermeer' (WK036111) is een wijk in de gemeente 'Alkmaar'.
298,BU03611100,Vroonermeer-Zuid,Buurt 'Vroonermeer-Zuid' (BU03611100) is een buurt in wijk 'Vroonermeer' in de gemeente 'Alkmaar'.
299,BU03611101,Vroonermeer-Noord,Buurt 'Vroonermeer-Noord' (BU03611101) is een buurt in wijk 'Vroonermeer' in de gemeente 'Alkmaar'.
300,GM0141    ,Almelo,Gemeente 'Almelo' (GM0141)
301,WK014110  ,Binnenstad,Wijk 'Binnenstad' (WK014110) is een wijk in de gemeente 'Almelo'.
302,BU01411000,Binnenstad Noord,Buurt 'Binnenstad Noord' (BU01411000) is een buurt in wijk 'Binnenstad' in de gemeente 'Almelo'.
303,BU01411001,Binnenstad Zuid,Buurt 'Binnenstad Zuid' (BU01411001) is een buurt in wijk 'Binnenstad' in de gemeente 'Almelo'.
304,BU01411002,Ulk en omgeving,Buurt 'Ulk en omgeving' (BU01411002) is een buurt in wijk 'Binnenstad' in de gemeente 'Almelo'.
305,BU01411003,Java en omgeving,Buurt 'Java en omgeving' (BU01411003) is een buurt in wijk 'Binnenstad' in de gemeente 'Almelo'.
306,WK014111  ,De Riet,Wijk 'De Riet' (WK014111) is een wijk in de gemeente 'Almelo'.
307,BU01411100,Bornsestraat Midden-Riet Noord,Buurt 'Bornsestraat Midden-Riet Noord' (BU01411100) is een buurt in wijk 'De Riet' in de gemeente 'Almelo'.
308,BU01411101,Bornsestraat en omgeving Zuid,Buurt 'Bornsestraat en omgeving Zuid' (BU01411101) is een buurt in wijk 'De Riet' in de gemeente 'Almelo'.
309,BU01411102,Arendsboer en omgeving Noord,Buurt 'Arendsboer en omgeving Noord' (BU01411102) is een buurt in wijk 'De Riet' in de gemeente 'Almelo'.
310,BU01411103,Nieuwland,Buurt 'Nieuwland' (BU01411103) is een buurt in wijk 'De Riet' in de gemeente 'Almelo'.
311,BU01411104,Arendsboer en omgeving Zuid-Riet Zuid,Buurt 'Arendsboer en omgeving Zuid-Riet Zuid' (BU01411104) is een buurt in wijk 'De Riet' in de gemeente 'Almelo'.
312,BU01411105,Bedrijventerrein Bornsestraat,Buurt 'Bedrijventerrein Bornsestraat' (BU01411105) is een buurt in wijk 'De Riet' in de gemeente 'Almelo'.
313,BU01411109,Verspreide huizen wijk 11,Buurt 'Verspreide huizen wijk 11' (BU01411109) is een buurt in wijk 'De Riet' in de gemeente 'Almelo'.
314,WK014112  ,Noorderkwartier,Wijk 'Noorderkwartier' (WK014112) is een wijk in de gemeente 'Almelo'.
315,BU01411200,Vriezenveenseweg e.o. Haghoek Oost,Buurt 'Vriezenveenseweg en omgeving Haghoek Oost' (BU01411200) is een buurt in wijk 'Noorderkwartier' in de gemeente 'Almelo'.
316,BU01411201,Parkweg en omgeving,Buurt 'Parkweg en omgeving' (BU01411201) is een buurt in wijk 'Noorderkwartier' in de gemeente 'Almelo'.
317,BU01411202,Vriezenveenseweg e.o. Haghoek West,Buurt 'Vriezenveenseweg en omgeving Haghoek West' (BU01411202) is een buurt in wijk 'Noorderkwartier' in de gemeente 'Almelo'.
318,BU01411203,Indië,Buurt 'Indië' (BU01411203) is een buurt in wijk 'Noorderkwartier' in de gemeente 'Almelo'.
319,BU01411204,Bedrijventerrein Dollegoor Turfkade,Buurt 'Bedrijventerrein Dollegoor Turfkade' (BU01411204) is een buurt in wijk 'Noorderkwartier' in de gemeente 'Almelo'.
320,BU01411205,Bedrijvenpark Twente,Buurt 'Bedrijvenpark Twente' (BU01411205) is een buurt in wijk 'Noorderkwartier' in de gemeente 'Almelo'.
321,BU01411206,Aaboer,Buurt 'Aaboer' (BU01411206) is een buurt in wijk 'Noorderkwartier' in de gemeente 'Almelo'.
322,BU01411209,Verspreide huizen wijk 12,Buurt 'Verspreide huizen wijk 12' (BU01411209) is een buurt in wijk 'Noorderkwartier' in de gemeente 'Almelo'.
323,WK014113  ,Sluitersveld,Wijk 'Sluitersveld' (WK014113) is een wijk in de gemeente 'Almelo'.
324,BU01411300,Ootmarsumsestraat en omgeving,Buurt 'Ootmarsumsestraat en omgeving' (BU01411300) is een buurt in wijk 'Sluitersveld' in de gemeente 'Almelo'.
325,BU01411301,Markgraven,Buurt 'Markgraven' (BU01411301) is een buurt in wijk 'Sluitersveld' in de gemeente 'Almelo'.
326,BU01411302,Rumerslanden,Buurt 'Rumerslanden' (BU01411302) is een buurt in wijk 'Sluitersveld' in de gemeente 'Almelo'.
327,BU01411303,Wester Sluitersveldlanden,Buurt 'Wester Sluitersveldlanden' (BU01411303) is een buurt in wijk 'Sluitersveld' in de gemeente 'Almelo'.
328,BU01411304,Robbenhaarsweg Noord,Buurt 'Robbenhaarsweg Noord' (BU01411304) is een buurt in wijk 'Sluitersveld' in de gemeente 'Almelo'.
329,BU01411305,Mooie Vrouwenweg en omgeving,Buurt 'Mooie Vrouwenweg en omgeving' (BU01411305) is een buurt in wijk 'Sluitersveld' in de gemeente 'Almelo'.
330,BU01411309,Verspreide huizen wijk 13,Buurt 'Verspreide huizen wijk 13' (BU01411309) is een buurt in wijk 'Sluitersveld' in de gemeente 'Almelo'.
331,WK014114  ,Wierdense Hoek,Wijk 'Wierdense Hoek' (WK014114) is een wijk in de gemeente 'Almelo'.
332,BU01411400,Rohof en omgeving,Buurt 'Rohof en omgeving' (BU01411400) is een buurt in wijk 'Wierdense Hoek' in de gemeente 'Almelo'.
333,BU01411401,Wierdensebrug en omgeving,Buurt 'Wierdensebrug en omgeving' (BU01411401) is een buurt in wijk 'Wierdense Hoek' in de gemeente 'Almelo'.
334,BU01411402,Kerkelanden,Buurt 'Kerkelanden' (BU01411402) is een buurt in wijk 'Wierdense Hoek' in de gemeente 'Almelo'.
335,BU01411403,Aalderinkshoek Noordoost,Buurt 'Aalderinkshoek Noordoost' (BU01411403) is een buurt in wijk 'Wierdense Hoek' in de gemeente 'Almelo'.
336,BU01411404,Aalderinkshoek Zuidoost,Buurt 'Aalderinkshoek Zuidoost' (BU01411404) is een buurt in wijk 'Wierdense Hoek' in de gemeente 'Almelo'.
337,BU01411405,Aalderinkshoek Noordwest,Buurt 'Aalderinkshoek Noordwest' (BU01411405) is een buurt in wijk 'Wierdense Hoek' in de gemeente 'Almelo'.
338,BU01411406,Aalderinkshoek Zuidwest,Buurt 'Aalderinkshoek Zuidwest' (BU01411406) is een buurt in wijk 'Wierdense Hoek' in de gemeente 'Almelo'.
339,BU01411409,Verspreide huizen wijk 14,Buurt 'Verspreide huizen wijk 14' (BU01411409) is een buurt in wijk 'Wierdense Hoek' in de gemeente 'Almelo'.
340,WK014115  ,Nieuwstraat-Kwartier,Wijk 'Nieuwstraat-Kwartier' (WK014115) is een wijk in de gemeente 'Almelo'.
341,BU01411500,Nieuwstraat -Witvoet en omgeving,Buurt 'Nieuwstraat -Witvoet en omgeving' (BU01411500) is een buurt in wijk 'Nieuwstraat-Kwartier' in de gemeente 'Almelo'.
